/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5
232,260,194,249,193,161,156,155,155,165,163,155,205,232,241,163,156,155,155,232,249,260,241,205,194,161,165,232,155,163,193,163
232,232,206,206,241,166,156,135,155,138,165,165,193,241,241,163,156,135,165,241,206,232,241,193,206,166,138,232,155,163,241,165
260,205,206,212,214,166,161,160,138,165,138,155,248,248,241,155,161,160,155,248,212,205,241,248,206,166,165,260,138,155,214,138
205,260,200,194,260,172,136,160,155,161,161,165,193,241,248,135,136,160,165,241,194,260,248,193,200,172,161,205,155,135,260,161
232,260,194,249,241,139,161,135,171,171,163,134,241,232,232,134,161,135,134,232,249,260,232,241,194,139,171,232,171,134,241,163
232,232,206,261,260,172,139,155,165,135,135,135,241,232,232,138,139,155,135,232,261,232,232,241,206,172,135,232,165,138,260,135
232,260,249,233,232,156,136,155,163,135,134,171,241,232,241,134,136,155,171,232,233,260,241,241,249,156,135,232,163,134,232,134
260,248,215,233,241,166,166,160,160,155,160,155,260,193,232,135,166,160,155,193,233,248,232,260,215,166,155,260,160,135,241,160
260,232,261,200,193,136,136,135,155,165,135,134,211,241,193,138,136,135,134,241,200,232,193,211,261,136,165,260,155,138,193,135
260,248,194,233,248,164,139,138,165,155,134,134,193,193,232,160,139,138,134,193,233,248,232,193,194,164,155,260,165,160,248,134
260,232,242,233,232,161,156,155,134,155,155,171,241,260,193,155,156,155,171,260,233,232,193,241,242,161,155,260,134,155,232,155
232,260,206,215,211,172,136,163,165,155,155,134,260,214,232,163,136,163,134,214,215,260,232,260,206,172,155,232,165,163,211,155
214,232,233,200,241,172,164,160,155,160,135,138,260,193,260,135,164,160,138,193,200,232,260,260,233,172,160,214,155,135,241,135
205,260,212,242,205,136,162,155,171,155,163,138,214,214,211,155,162,155,138,214,242,260,211,214,212,136,155,205,171,155,205,163
211,232,233,233,248,164,136,161,161,165,135,155,205,232,232,138,136,161,155,232,233,232,232,205,233,164,165,211,161,138,248,135
214,241,200,200,241,172,136,165,155,171,138,134,260,241,232,160,136,165,134,241,200,241,232,260,200,172,171,214,155,160,241,138
241,211,212,200,214,166,135,155,155,134,161,171,214,248,260,135,135,155,171,248,200,211,260,214,212,166,134,241,155,135,214,161
232,232,242,261,214,156,136,135,161,171,138,165,260,241,260,134,136,135,165,241,261,232,260,260,242,156,171,232,161,134,214,138
260,241,194,215,248,161,166,155,138,155,155,134,248,193,232,163,166,155,134,193,215,241,232,248,194,161,155,260,138,163,248,155
211,193,206,233,248,164,156,163,155,163,155,163,260,241,193,138,156,163,163,241,233,193,193,260,206,164,163,211,155,138,248,155
214,260,212,194,193,166,166,160,155,138,163,155,260,260,260,155,166,160,155,260,194,260,260,260,212,166,138,214,155,155,193,163
260,232,200,233,214,166,139,171,155,171,161,138,193,193,241,138,139,171,138,193,233,232,241,193,200,166,171,260,155,138,214,161
248,260,261,212,205,139,156,163,161,155,163,155,260,211,248,155,156,163,155,211,212,260,248,260,261,139,155,248,161,155,205,163
241,193,212,194,205,136,166,138,135,160,165,155,193,193,241,155,166,138,155,193,194,193,241,193,212,136,160,241,135,155,205,165
260,232,242,261,193,135,139,134,135,138,155,155,260,232,232,161,139,134,155,232,261,232,232,260,242,135,138,260,135,161,193,155
248,260,242,261,248,166,136,138,171,165,155,155,211,193,241,160,136,138,155,193,261,260,241,211,242,166,165,248,171,160,248,155
260,232,212,249,260,136,156,160,160,135,165,135,193,211,260,155,156,160,135,211,249,232,260,193,212,136,135,260,160,155,260,165
214,232,200,261,241,156,166,138,171,134,163,155,205,232,214,134,166,138,155,232,261,232,214,205,200,156,134,214,171,134,241,163
205,241,206,233,193,161,166,155,171,160,135,163,248,260,232,165,166,155,163,260,233,241,232,248,206,161,160,205,171,165,193,135
232,205,206,233,205,156,135,171,134,165,163,155,193,232,241,155,135,171,155,232,233,205,241,193,206,156,165,232,134,155,205,163
260,193,206,249,211,161,164,165,171,165,135,138,248,248,214,161,164,165,138,248,249,193,214,248,206,161,165,260,171,161,211,135
232,241,200,200,214,156,136,171,155,161,135,171,214,260,260,155,136,171,171,260,200,241,260,214,200,156,161,232,155,155,214,135
248,211,233,212,193,156,156,163,135,161,165,138,248,241,248,135,156,163,138,241,212,211,248,248,233,156,161,248,135,135,193,165
232,205,215,249,248,164,136,160,155,171,155,138,199,241,260,160,136,160,138,241,249,205,260,199,215,164,171,232,155,160,248,155
232,260,249,212,260,172,135,163,163,155,155,163,248,241,232,138,135,163,163,241,212,260,232,248,249,172,155,232,163,138,260,155
211,248,215,233,248,164,136,135,161,155,155,165,260,214,214,155,136,135,165,214,233,248,214,260,215,164,155,211,161,155,248,155
232,241,242,242,214,166,136,163,138,165,165,135,248,214,241,155,136,163,135,214,242,241,241,248,242,166,165,232,138,155,214,165
260,241,206,215,205,161,156,171,155,134,160,138,241,248,241,155,156,171,138,248,215,241,241,241,206,161,134,260,155,155,205,160
232,232,194,212,241,162,156,138,160,155,135,155,260,241,241,155,156,138,155,241,212,232,241,260,194,162,155,232,160,155,241,135
248,232,261,200,211,161,162,165,163,155,161,155,248,241,241,161,162,165,155,241,200,232,241,248,261,161,155,248,163,161,211,161
232,232,242,242,248,136,166,134,161,171,135,155,232,232,248,138,166,134,155,232,242,232,248,232,242,136,171,232,161,138,248,135
232,214,249,206,248,136,166,171,161,155,163,138,211,241,232,161,166,171,138,241,206,214,232,211,249,136,155,232,161,161,248,163
248,193,212,215,214,156,156,138,155,155,138,134,248,248,248,138,156,138,134,248,215,193,248,248,212,156,155,248,155,138,214,138
211,260,249,212,241,161,156,155,155,155,163,155,248,241,260,138,156,155,155,241,212,260,260,248,249,161,155,211,155,138,241,163
232,232,206,200,205,164,136,161,134,160,165,155,241,232,241,161,136,161,155,232,200,232,241,241,206,164,160,232,134,161,205,165
232,232,194,212,241,139,164,161,155,135,155,135,248,241,232,138,164,161,135,241,212,232,232,248,194,139,135,232,155,138,241,155
232,232,194,215,241,164,161,134,161,155,134,135,211,232,241,135,161,134,135,232,215,232,241,211,194,164,155,232,161,135,241,134
260,211,212,194,248,166,156,155,138,135,165,155,211,248,232,155,156,155,155,248,194,211,232,211,212,166,135,260,138,155,248,165
232,241,242,215,205,156,136,138,155,163,135,134,248,241,232,138,136,138,134,241,215,241,232,248,242,156,163,232,155,138,205,135
232,260,200,261,260,156,156,134,155,155,155,155,205,248,241,165,156,134,155,248,261,260,241,205,200,156,155,232,155,165,260,155
193,241,194,215,260,172,162,161,171,171,155,171,193,232,232,160,162,161,171,232,215,241,232,193,194,172,171,193,171,160,260,155
260,211,200,261,241,172,156,138,155,134,161,135,248,241,260,163,156,138,135,241,261,211,260,248,200,172,134,260,155,163,241,161
260,241,215,249,260,161,156,135,163,163,155,155,248,248,260,135,156,135,155,248,249,241,260,248,215,161,163,260,163,135,260,155
241,260,194,242,241,166,162,155,163,155,138,135,248,232,232,155,162,155,135,232,242,260,232,248,194,166,155,241,163,155,241,138
211,260,242,242,232,135,139,155,155,165,160,134,248,241,241,165,139,155,134,241,242,260,241,248,242,135,165,211,155,165,232,160
260,260,215,200,260,156,164,160,163,163,155,155,199,241,248,155,164,160,155,241,200,260,248,199,215,156,163,260,163,155,260,155
260,232,242,233,193,156,139,155,160,155,160,155,205,232,232,161,139,155,155,232,233,232,232,205,242,156,155,260,160,161,193,160
232,260,194,249,260,166,136,160,165,135,161,138,248,248,232,138,136,160,138,248,249,260,232,248,194,166,135,232,165,138,260,161
248,260,212,249,248,164,156,165,161,160,161,155,241,232,232,163,156,165,155,232,249,260,232,241,212,164,160,248,161,163,248,161
232,193,215,261,260,156,166,155,155,155,161,155,232,193,193,161,166,155,155,193,261,193,193,232,215,156,155,232,155,161,260,161
248,241,215,233,214,136,156,135,161,155,134,155,205,232,193,135,156,135,155,232,233,241,193,205,215,136,155,248,161,135,214,134
260,232,249,194,248,172,136,160,171,160,135,171,193,232,260,165,136,160,171,232,194,232,260,193,249,172,160,260,171,165,248,135
241,260,194,233,241,139,166,155,155,163,138,135,241,193,241,163,166,155,135,193,233,260,241,241,194,139,163,241,155,163,241,138
248,199,242,206,214,162,135,160,163,161,161,135,211,241,260,155,135,160,135,241,206,199,260,211,242,162,161,248,163,155,214,161
232,199,249,242,241,156,161,155,161,155,135,165,214,232,214,155,161,155,165,232,242,199,214,214,249,156,155,232,161,155,241,135
241,260,194,200,214,166,135,165,134,155,135,134,211,241,232,155,135,165,134,241,200,260,232,211,194,166,155,241,134,155,214,135
193,260,261,261,241,161,156,135,163,155,155,163,241,232,248,163,156,135,163,232,261,260,248,241,261,161,155,193,163,163,241,155
211,241,194,215,248,139,135,161,160,165,135,134,241,214,248,135,135,161,134,214,215,241,248,241,194,139,165,211,160,135,248,135
193,241,249,261,260,164,136,135,155,161,163,135,260,214,241,155,136,135,135,214,261,241,241,260,249,164,161,193,155,155,260,163
232,241,233,261,248,172,139,163,163,165,171,165,260,241,214,165,139,163,165,241,261,241,214,260,233,172,165,232,163,165,248,171
232,193,242,242,260,156,164,138,135,161,134,134,211,232,241,135,164,138,134,232,242,193,241,211,242,156,161,232,135,135,260,134
260,232,242,194,232,172,156,135,155,155,163,134,260,260,232,155,156,135,134,260,194,232,232,260,242,172,155,260,155,155,232,163
260,205,261,215,241,156,166,135,134,138,165,155,248,248,232,155,166,135,155,248,215,205,232,248,261,156,138,260,134,155,241,165
232,232,212,261,248,156,161,155,155,134,135,171,260,241,241,165,161,155,171,241,261,232,241,260,212,156,134,232,155,165,248,135
232,232,212,249,248,139,136,165,160,135,135,155,211,241,248,155,136,165,155,241,249,232,248,211,212,139,135,232,160,155,248,135
260,232,206,194,214,172,164,138,155,134,134,155,199,260,260,138,164,138,155,260,194,232,260,199,206,172,134,260,155,138,214,134
260,205,233,261,248,156,161,165,134,155,155,171,211,193,232,134,161,165,171,193,261,205,232,211,233,156,155,260,134,134,248,155
232,241,194,242,241,156,166,160,163,155,161,135,241,241,260,163,166,160,135,241,242,241,260,241,194,156,155,232,163,163,241,161
214,260,233,249,241,139,156,135,138,155,134,155,241,241,260,135,156,135,155,241,249,260,260,241,233,139,155,214,138,135,241,134
260,260,242,194,241,135,164,135,165,138,160,135,241,211,241,155,164,135,135,211,194,260,241,241,242,135,138,260,165,155,241,160
232,205,233,215,260,161,136,155,155,165,134,165,260,232,260,165,136,155,165,232,215,205,260,260,233,161,165,232,155,165,260,134
232,260,215,206,214,156,156,155,161,160,135,155,248,241,260,155,156,155,155,241,206,260,260,248,215,156,160,232,161,155,214,135
211,241,215,261,260,161,166,138,135,155,160,155,211,241,232,161,166,138,155,241,261,241,232,211,215,161,155,211,135,161,260,160
260,241,194,212,241,139,164,155,165,134,161,155,211,260,241,155,164,155,155,260,212,241,241,211,194,139,134,260,165,155,241,161
260,241,212,261,214,139,161,160,155,163,155,135,260,211,260,161,161,160,135,211,261,241,260,260,212,139,163,260,155,161,214,155
241,193,215,215,211,164,166,138,161,155,161,138,241,232,232,163,166,138,138,232,215,193,232,241,215,164,155,241,161,163,211,161
241,232,206,200,241,139,156,138,138,138,171,155,248,193,248,135,156,138,155,193,200,232,248,248,206,139,138,241,138,135,241,171
214,232,200,233,248,172,156,163,138,155,165,135,214,193,241,135,156,163,135,193,233,232,241,214,200,172,155,214,138,135,248,165
260,241,233,212,211,135,172,165,155,160,135,155,193,193,193,165,172,165,155,193,212,241,193,193,233,135,160,260,155,165,211,135
260,248,206,194,211,162,136,171,134,161,155,165,211,241,241,138,136,171,165,241,194,248,241,211,206,162,161,260,134,138,211,155
232,232,212,212,205,136,164,171,155,163,135,135,211,260,260,134,164,171,135,260,212,232,260,211,212,136,163,232,155,134,205,135
232,260,242,215,248,139,139,165,161,135,163,138,199,241,232,160,139,165,138,241,215,260,232,199,242,139,135,232,161,160,248,163
241,232,242,212,260,164,156,155,163,160,155,155,241,214,260,155,156,155,155,214,212,232,260,241,242,164,160,241,163,155,260,155
232,205,206,194,232,156,136,134,161,155,163,171,260,193,248,165,136,134,171,193,194,205,248,260,206,156,155,232,161,165,232,163
241,241,233,212,205,172,156,160,138,155,155,165,193,232,232,155,156,160,165,232,212,241,232,193,233,172,155,241,138,155,205,155
232,241,215,206,211,161,139,161,163,160,163,138,260,248,232,155,139,161,138,248,206,241,232,260,215,161,160,232,163,155,211,163
260,241,200,233,214,166,156,138,165,134,160,138,214,260,260,160,156,138,138,260,233,241,260,214,200,166,134,260,165,160,214,160
193,232,200,261,248,136,156,161,163,163,163,165,241,241,232,134,156,161,165,241,261,232,232,241,200,136,163,193,163,134,248,163
260,260,233,261,205,139,164,155,165,135,135,155,260,193,232,155,164,155,155,193,261,260,232,260,233,139,135,260,165,155,205,135
232,232,215,233,241,139,166,171,160,161,160,135,211,241,199,155,166,171,135,241,233,232,199,211,215,139,161,232,160,155,241,160
211,241,242,194,232,136,156,138,165,163,135,171,211,241,232,138,156,138,171,241,194,241,232,211,242,136,163,211,165,138,232,135
260,232,212,242,214,166,156,138,155,165,161,138,248,232,232,155,156,138,138,232,242,232,232,248,212,166,165,260,155,155,214,161
232,232,249,242,241,162,172,155,155,135,134,135,248,193,211,134,172,155,135,193,242,232,211,248,249,162,135,232,155,134,241,134
